title,description,general job classification,skills,formal_requirements
Project Engineer,"If you are looking for a place to grow your career and make a difference – RICK is the place for you! As a Project Engineer in Tucson, AZ you will have an opportunity to work with a multi-disciplinary team on meaningful, landmark projects in the Tucson region. As a RICK team member, you will help clients and communities turn their dreams into reality. You will learn from and work alongside industry-leading experts and together shape the future of tomorrow. At RICK you will find an abundance of opportunities for mentorship, growth, and (of course) fun! Learn more by visiting www.rickengineering.com

Qualifications

Qualified candidates will have a BSCE degree (preferred) and 5-10 years’ experience or the equivalent work experience of four (6) years in land development and/or public works. Registration as an Engineer-in-Training is required with registration as a Professional Engineer is preferred.

Completed Coursework In The Following Areas Desired

Transportation and highway engineeringHydrology and hydraulicsGeotechnical engineeringSurveying


Experience Must Include

Ability to take plans from conceptual design to final plansPreparation and processing of plans for commercial and/ residential land development projects, including roadway, utility, grading and drainage design.Knowledge of jurisdictional codes, standards and procedures in the Tucson Area is preferred.


CAD/Civil3D Experience Is Required.

A good driving record is required.

What We Offer

Additional compensation offered with overtime and bonus potential. Generous Benefits PackageMedical, Dental, Vision, Profit Sharing, 401K, and Life and Disability Insurance and Personal LeaveHoliday Parties, Team Building Activities and Company Events 


Rick Engineering Company is an Equal Opportunity / Affirmative Action Employer

Rick's employees are protected by laws designed to protect employees from discrimination on the bases of race, religion, color, sex, pregnancy, gender identity, sexual orientation, parental status, national origin, age, disability, family medical history or genetic information, political affiliation, military service, or any other non-merit based factor. These protections extend to all management practices and decisions, including recruitment and hiring practices, appraisal systems, promotions, and training and career development programs. Rick's employees are also protected against retaliation if they engage in a protected activity, whistleblowing, or the exercise of any appeal or grievance right provided by law.",Project Management,"['Transportation and highway engineering', 'Hydrology and hydraulics', 'Geotechnical engineering', 'Surveying']","['BSCE degree (preferred)', ""5-10 years' experience or equivalent work experience of four (6) years in land development and/or public works"", 'Registration as an Engineer-in-Training is required with registration as a Professional Engineer is preferred']"
Project Engineer,"Job DescriptionWe’re looking for a full-time Project Engineer to join our office in Detroit, who is enthusiastic about building engineering and will play a critical role in onboarding buildings into our smart building platform. Our mission is to give our clients the best experience possible, every day. To do that, we depend on our team of talented, ambitious people who share our passion for excellence. 
WHAT YOU WILL DO:  Implement and enable the KODE OS smart building platform at new sites by integrating the technologies available in the building such as HVAC, Lighting, Fire, Indoor Air Quality, IoT and moreWork directly on building systems to ensure correct data availability occursFocus on data normalization and data model of building systems to build a proper structure for each building Utilize detailed analysis of system operations and documentation to assess pertinent diagnostics and insights to be executed for the buildingImplement advanced features that allow for diagnostics and insights into a building’s HVAC/energy/life systems such as reports, visualizations, alarms and functional testsAdvise and assess IT & OT network infrastructures for appropriate system data communicationCollaborate with project managers and clients to provide technical assistance and documentation consisting of above tasks
RequirementsHVAC Controls and/or System Integrator background (3+years of experience preferred)Exposure to software development and data analytics / engineering practicesExperience with direct client interaction and communication to ensure successful product deliveryAbility to handle multiple projects from concept through execution, meeting deadlines without sacrificing qualityExcellent multitasking, attention to detail and organizational skills
GOOD TO HAVE:Commercial real estate project experience Experience in real estate energy consumption and modelingExperience working with building management systems and commercial level HVAC controlsNiagara / BMS Certifications is a plusKnowledge of and experience with industry communication protocols (BACnet, Modbus, LON)Knowledge of IT network infrastructure practices 

BenefitsWHAT WE OFFER: Competitive salary based on experience Discretionary Bonus Program Comprehensive Health Insurance PackageCareer Development Program Dynamic team and challenging projects Flexible Paid Time Off Welcoming and friendly work environment Regular social events and activities 
JOIN THE TEAM: KODE Labs is a real estate technology company founded in 2017 with a mission to change the way people, buildings and systems operate. Headquartered in Detroit, Michigan, we are a driving force behind the adoption of smart building technology. To scale our presence across numerous cities and countries, we depend on our team of talented, ambitious people who go above and beyond to create value for our clients. 
When you join the KODE Labs team you can create your own career. Whether you have years of experience or are just starting, we help you realize your full potential and achieve your goals. 
If KODE Labs sounds like the place for you, we’d love to hear your story, so please apply through our online application form. Only shortlisted candidates will be contacted.",Project Management,"['HVAC Controls', 'System Integrator', 'Software Development', 'Data Analytics', 'Engineering Practices', 'Direct Client Interaction', 'Communication', 'Multitasking', 'Attention to Detail', 'Organizational Skills']","['3+ years of experience in HVAC Controls and/or System Integrator background', 'Experience with software development and data analytics/engineering practices', 'Direct client interaction and communication for successful product delivery', 'Ability to handle multiple projects from concept through execution, meeting deadlines without sacrificing quality']"
Senior Software Engineer,"Senior Software Engineer
The Production Applications team is a full-stack software engineering team responsible for all experiences our users interact with, including our Attribution, Care, and Contract Performance product areas. We measure our products’ success by how much they improve care and lower costs. We are responsible for building the user interfaces, the APIs, and database schemas to manage the content that powers our apps. We work with Mezino’s Data Platform teams, integrating with large datasets and rules engines to allow our users to configure, execute, review and publish their healthcare programs. We are building for the long term with a focus on increasing engineer velocity across mezino’s by maintaining standardized development and deployment infrastructure. We ensure enterprise-grade stability and startup-grade velocity by maintaining a well-tested code base and infrastructure that is secure-by-default.

YOUR OPPORTUNITIES
Master our user stories and develop products that make healthcare more efficientGeneralize our API + UI frameworks to support any health plan in the nation working in value-based careMentor junior engineers to accelerate their career growthLead development of a comprehensive enterprise monitoring and alerting system

QUALIFICATIONS 
Experience with team leadershipBachelor’s Degree in Computer Science or related technical discipline8+ years of experience in Software Engineering

Preferred Qualifications
Working in fast-paced startups; prototype to product launchLeading projects with 2-3 engineersDevOps (terraform/kubernetes)Experience with AWSData Pipelines (Spark, AWS EMR)Python & Django experienceReact/NextJS experience
We take into account an individual’s qualifications, skillset, and experience in determining final salary. This role is eligible for health insurance, life insurance, retirement benefits, participation in the company’s equity program, paid time off, including vacation and sick leave. The expected salary range for this position is $140,000 to $190,000. The actual offer will be at the company’s sole discretion and determined by relevant business considerations, including the final candidate’s qualifications, years of experience, and skillset.
Mezino is an Equal Employment Opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, disability, genetics and/or veteran status.",Software Development / Engineering,"['team leadership', 'API + UI frameworks', 'DevOps (terraform/kubernetes)', 'Data Pipelines (Spark, AWS EMR)', 'Python & Django experience', 'React/NextJS experience']","['Bachelor’s Degree in Computer Science or related technical discipline', '8+ years of experience in Software Engineering', 'Experience with team leadership']"
DevOps Engineer,"Job Title: Sr.DevOps EngineerLocation: REMOTE
Job Description: DevOps Engineer to join our team. The ideal candidate must have expertise in messaging services like Kafka or RabbitMQ, along with strong scripting skills in Node.js. Additionally, experience with continuous integration/continuous deployment (CI/CD) pipelines and infrastructure automation with Terraform is highly desired.
Responsibilities:Design, implement, and maintain CI/CD pipelines for efficient software delivery.Manage and maintain messaging services like Kafka or RabbitMQ to ensure high availability and performance.Develop and maintain scripts using Node.js for automation and process improvement.Collaborate with development and operations teams to ensure smooth integration and deployment processes.Implement infrastructure as code using Terraform for provisioning and managing cloud resources.Monitor system performance and troubleshoot issues proactively.Stay up-to-date with emerging technologies and best practices in DevOps and cloud computing.",Software Development / Engineering,"['messaging services', 'Kafka', 'RabbitMQ', 'Node.js', 'continuous integration/continuous deployment (CI/CD)', 'infrastructure automation', 'Terraform']","[""Bachelor's degree in Computer Science or related field"", '5+ years of experience in DevOps engineering']"
Senior Software Engineer,"Fixed income trading team at a Global Investment Management firm is looking for exceptionally talented Junior Software Engineers.
You will be a passionate Software Engineer and will contribute to the development and improvement of software that is critical to the team’s trading.
You will work on a host of different projects and interact daily with experienced members of the trading, research and development team, and gain exposure to cutting-edge technologies.
Requirements:Outstanding academic background in Computer Science or a hard science.At least 2 years experience as a software developer from any Industry.No finance experience is required.Strong programming skills in either Python, JavaScript or C++.",Software Development / Engineering,"['Python', 'JavaScript', 'C++']","['Academic background in Computer Science or hard science', 'At least 2 years experience as a software developer from any Industry', 'Strong programming skills']"
DevOps Engineer,"Client: Banking/Finance?
Location: Atlanta, GA, RICHMOND VA, CHANDLER,AZ (Hybrid)
Position: DevOps Engineer
Duration: 18-24 months on W2?
 
Job Description:
We are seeking a talented individual to join our team as a DevOps Engineer. 

Partner with Banking DevOps teams around driving central standards and best practices across GBAM
Standard / universal Ansible playbook roles
Standard / consolidated deployment organizations (SPPs)
Standard / consolidated access entitlements
Provide support to CIO around CD adoption tasks so that CIO can accomplish CD adoption tasks
Reduce CIO blockers by raising platform features and bugs with ETASC and brokering their prioritization
Review and test Horizon documentation and raise issues to reduce CIO on-boarding friction
Validation of CD adoption as defined by CTO standards Creation of reports/metrics to support CTO standards Risk Management.
Planning and Coordination: establish CD 1-to-1 implementation sessions to direct App SMEs, and follow-up “war room” sessions.
Proven experience driving SDM CI / CD adoption across the Enterprise
Detailed knowlege of CI / CD tools (Ansible, Ansible Tower, BitBucket, Artefactory, JIRA, Jenkins)
Excellent verbal and written communication skills.
An excellent communicator, able to network and influence across multiple levels.
Technical aptitude - has the ability to learn and adapt to new technologies, applications.
A Self-motivated, hands-on, driven individual.
Detailed knowledge of one or more SDM testing tools
Experience in Open Shift Containers.
Ability to link business context to technical requirements.
Able to work in a fast paced environment whilst meeting deadlines.""",Software Development / Engineering,"['Ansible', 'Ansible Tower', 'BitBucket', 'Artefactory', 'JIRA', 'Jenkins', 'Open Shift Containers', 'CI/CD tools', 'SDM testing tools']","[""Bachelor's degree required"", ""Master's degree preferred"", '18-24 months on W2 employment']"
Machine Learning Engineer,"Job Title: Machine Learning EngineerLocation: San Jose, CA 95134(Onsite)Duration: 6 Months(Contract), possible extensionPay: $85.00/hr on W2
In new product design roles: Develops and Analyzes the AI models that can be run on the mobile systems. Analyze the open-source Large Language, Vision and Multi-modal etc., Models developed for Edge AI and look at the customizations possible for deploying them into the Mobile devices for performance and power analysis. Deploy the Models developed internally and also the open-source models on different accelerators to analyze the performance. Work with the Third-party AI application developers to get custom models with the needed hooks for analyzing Memory and Storage requirements. Can work with large scale computing frameworks, data analysis systems and modeling environments. 5-7 years of experience working in AI Accelerators and doing performance analysis, experience working on Multimedia applications and Image/Video generation models.",Data & Analytics,"['Machine Learning', 'AI Models', 'Edge AI', 'Mobile Systems', 'Large Language Models', 'Vision Models', 'Multi-modal Models', 'Customization', 'Performance Analysis', 'Power Analysis', 'Memory Requirements', 'Storage Requirements', 'Data Analysis Systems', 'Modeling Environments', 'Computing Frameworks']","['5-7 years of experience in AI Accelerators and performance analysis', 'Experience working on Multimedia applications and Image/Video generation models']"
DevOps Engineer,"Job Tittle: DevOps Engineer (Nomad)Job Location:Austin, TX (Onsite)Job Type: Fulltime/W2 Job Description:Technically sound in AWS, Kubernetes, and Python, basic SQL, Nomad.Implement and maintain Infra as Code and Build pipeline.Taking measures to minimize on-call incidents.Post incident reviews.Documenting the issue resolution and the undocumented knowledgeWork with dev teams to ensure that the new features meet the reliability and performance goals.
",Software Development / Engineering,"['AWS', 'Kubernetes', 'Python', 'SQL', 'Nomad']","['Infra as Code', 'Build pipeline']"
Senior Software Engineer,"Job PurposeThe Software Engineer designs, develops, and tests software applications and products. Additionally, the Software Engineer manages software development teams, provides technical leadership, and establishes software development lifecycle practices and processes. The Software Engineer is proficient in programming languages such as Java, JavaScript, C, C++, C#, Ruby, Python, Scala, and Groovy. In this role, the Software Engineer requires extensive knowledge of programming languages, software development, computer operating systems, Continuous Integration/Continuous Delivery (CI/CD), DevOps, Application Programming Interface (API) development, container development, and distributed systems. The Software Engineer also applies engineering principles to software creation, manages production releases of software, performs code reviews, merges feature development branches, and analyzes and triages issues. The necessary skill areas for the Software Engineer include programming and coding, fundamentals of computer science, software design and architecture development, algorithms and data structures, information analysis, software debugging and testing, and working on development teams. The Software Engineer also works with sponsors to curate requirements, define sprint work items, set priorities for work backlogs, and organize development teams. Key ResponsibilitiesPerform software development, debugging, modification, enhancement, and documentationDesign, test, and develop computer software in order to meet program requirementsApply expertise in computing systems to define requirements and develop software designs recognizing limitations of target hardware platformsDevelop and maintain kernel and user-level software and scriptsContribute to research reports, presentations, white papers, and competitive proposalsCreate and analyze network protocols
Additional ResponsibilitiesDevelop object-oriented software applicationsFollow agile software development processes and practicesInterface and coordinate with team members including other developers, testers, system engineers, etc.Support optimization of software for running on specific targets/platformsSupport translation of system requirements into software requirements and designReview/produce technical documentation, designs, and data
Required Minimum QualificationsFamiliarity with Python, C, C#, C++, Java, and other scripting/programming languagesProficiency and knowledge of software version control tools and best practices, i.e. GitProficiency in developing on/for Windows and Linux operating systemsStrong verbal and written communication skillsProficiency in low-level networking
Preferred QualificationsActive Secret ClearanceExperience working with automated testing systemsExperience working with continuous integration and continuous delivery (CI/CD) pipelinesKnowledge of agile software development methodologiesExperience developing with AdaExperience working with VMSExperience working with radar or electronic warfare systems
Education and Length of ExperienceLevels 3, 45 years of related experience with a Bachelor’s degree in Computer Science, Electrical Engineering, Computer Engineering, Aerospace Engineering, Physics, Mechanical Engineering, Math, or related field3 years of related experience with a Masters’ degree in Computer Science, Electrical Engineering, Computer Engineering, Aerospace Engineering, Physics, Mechanical Engineering, Math, or related field0 years of related experience with a Ph.D. in Computer Science, Electrical Engineering, Computer Engineering, Aerospace Engineering, Physics, Mechanical Engineering, Math, or related field
U.S. Citizenship RequirementsDue to our research contracts with the U.S. federal government, candidates for this position must be U.S. Citizens. Clearance Type RequiredCandidates must be able to obtain and maintain an active security clearance.",Software Development / Engineering,"['programming', 'coding', 'computer science fundamentals', 'software design and architecture development', 'algorithms and data structures', 'information analysis', 'software debugging and testing', 'container development', 'distributed systems']","['python', 'c', 'c#', 'c++', 'java', 'git', 'windows', 'linux', 'low-level networking']"
DevOps Engineer,"Edgewater Federal Solutions is seeking a DevOps Engineer to support a major national laboratory.

This position supports Advanced High-Performance Computing (HPC) Solutions on a team that provides support services and products for HPC systems, which bolster the work for our diverse user-base. We promote and practice modern DevOps methodologies, which include Clean Coding, Scrum/Agile principles, continuous integration, and continuous deployment. We look to continuously improve the Advanced Simulation and Computing’s (ASC) Development and Operations (DevOps) by providing the ASC Unified Environment. We provide expert performance analysis services and tier 0-2 computational simulation user support. We provide production visualization, leading edge in-situ and ensemble analysis capabilities.

Responsibilities

 Work collaboratively with software developers to deploy and operate our systems.  Help automate and streamline operations and processes.  Build and maintain tools for deployment, monitoring, and operations.  Troubleshoot and resolve issues in dev, test and production environments.  Strong background in Linux/Unix Administration, experience with automation/configuration management using either Puppet, Chef, Ansible or an equivalent.  Ability to use a wide variety of open-source technologies and cloud services.  A working understanding of code and script (PHP, Python, Perl and/or Ruby).  Knowledge and understanding of best practices and IT operations. 

Qualifications

 Bachelor’s degree and 5 years related experience.  In lieu of a degree, an additional 6 years of experience, totaling 11 years of experience is applicable.  U.S. Citizenship is required to obtain and maintain a U.S. Department of Energy Q security clearance.  Strong Python software development experience – minimum 4 years’ experience  Knowledge of C and C++  Experience in a Test-Driven Development infrastructure using Python or similar language.  Experience as a Linux System Administrator  Excellent teaming skills 

About Us:

Edgewater Federal Solutions is a privately held government contracting firm located in Frederick, MD. The company was founded in 2002 with the vision of being highly recognized and admired for supporting customer missions through employee empowerment, exceptional services and timely delivery. Edgewater Federal Solutions is ISO 9001, 20000-1, 270001 certified, appraised at CMMI Level 3 Maturity for Development and Services, and has been named in the Top Workplaces in the Greater Washington Area Small Companies for 2018 through 2023.

It has been and continues to be the policy of Edgewater Federal Solutions to provide equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability, marital status, veteran status, and/or other statuses protected by applicable law.",Software Development / Engineering,"['Linux/Unix Administration', 'Automation/configuration management', 'Puppet', 'Chef', 'Ansible', 'Open-source technologies', 'Cloud services', 'PHP', 'Python', 'Perl', 'Ruby', 'C', 'C++', 'Test-Driven Development', 'Linux System Administration']","[""Bachelor's degree"", '5 years related experience', 'U.S. Citizenship', 'U.S. Department of Energy Q security clearance', 'Strong Python software development experience (minimum 4 years)', 'Knowledge of C and C++', 'Experience in a Test-Driven Development infrastructure using Python or similar language']"
Senior Software Engineer,"Vignet, Inc., d/b/a Vibrent Health , headquartered in Fairfax, Virginia, seeks a work-at-home Senior Software Engineer (with the ability to telecommute with appropriate telecommuting systems) responsible for developing Vibrent Health’s digital health technology and research tools, particularly with respect to software delivery using Agile Software development methodologies.

Specific duties of this position include: (i) participating in all phases of the software development lifecycle, including design, software development and code reviews; (ii) supporting the product owners and Scrum Master in maintaining a well-groomed and organized backlog; (iii) ensuring all new code is properly reviewed using code review tools and best practices; (iv) facilitating the adoption of new frameworks and technology capabilities; (v) evaluating and implementing new open source/cloud native tools and technologies, as needed; and (vi) solving complex technical problems and design issues and initiating code refactoring or design change as needed.

Must have a bachelor’s degree (or foreign equivalent) in Computer Science, Electronic Engineering, or a directly related field plus 5 years of experience in a directly related position.

Must also have five (5) years of experience with each of the following (can be concurrent):(i) building applications of various design patterns (such as MVVM, MVC or Viper); (ii) programming and developing mobile applications utilizing Swift, Objective-C, SQLite, Java, and JSON; (iii) developing and creating testable features in mobile applications using either Mockito, JUnit, XCUITest, Quick or Nimble; and (iv) distributing mobile applications through either iOS App Store or Google Playstore.

Must also have knowledge of the following: (i) standards such as REST and/or OAUTH and their applications in mobile development; (ii) external integration iOS framework such as CoreBluetooth or HealthKit; (iii) Docker or Kubernetes pipeline tools; and (iv) mobile automation frameworks such as Appium or Webdriver.

Apply at https://jobs.lever.co/vibrenthealth .

When you work at Vibrent, you are surrounded by a diverse group of people who share a passion for achieving excellence and making a lasting impact. Passion, excellence and impact should be rewarded, and we do that-- offering a competitive compensation package that includes over-average 401k match, the benefits you need to prioritize self and family care, and support for your further education and career development. One of the greatest benefits Vibrent offers is opportunity.  At Vibrent, we work with the latest tools and technologies including enterprise mobile apps, fitness sensors, medical devices, cloud computing, machine learning, big data and analytics. We partner with national leaders in healthcare, technology, and research. We create tools that will change and improve healthcare for ourselves and future generations.

Vibrent is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, national origin, age, sexual orientation, gender identity, disability, or veteran status.

",Software Development / Engineering,"['Agile Software development methodologies', 'Design patterns (MVVM, MVC, Viper)', 'Mobile application development (Swift, Objective-C, SQLite, Java, JSON)', 'Testable features in mobile applications (Mockito, JUnit, XCUITest, Quick, Nimble)', 'Distributing mobile applications through iOS App Store or Google Playstore', 'REST and OAUTH standards', 'External integration iOS framework (CoreBluetooth, HealthKit)', 'Docker or Kubernetes pipeline tools', 'Mobile automation frameworks (Appium, Webdriver)']","[""Bachelor's degree in Computer Science, Electronic Engineering, or a directly related field""]"
DevOps Engineer,"The roleAs a DevOps Engineer at Hum Capital, you’ll build the foundation upon which all of our technology runs. You’ll help architect our system for cloud-native environments while building tools to help our development teams ensure our features are highly reliable. Your role is pivotal—developing tools for system health monitoring, automation, and preemptive issue resolution to maintain high reliability and performance. Your contributions will be key in keeping Hum at the forefront of data-driven solutions, leveraging technology to power our growth and innovation.
Who we areHum Capital is the funding platform that connects great companies with the right capital. Our platform leverages the power of company data to streamline the fundraising process, offering personalized investment opportunities and insights. With over $650 million in committed capital raised for our partners across 2,000+ companies and 400+ institutional investors, Hum is making private fundraising efficient and accessible.Hum was founded by alumni from Stanford, Draper Fisher Jurvetson (DFJ), OakTree, Foursquare, NASA, Class Dojo, and has over 75 years of experience on Wall Street and Silicon Valley. For more information, visit humcapital.com.
What you'll be doing:Reducing toil and providing self-service & automated solutions for application teams.Designing reliable infrastructure for our platform and services.Finding ways to support dev teams by providing tools for observability.Reviewing technical proposals and participating in core systems designs (primarily written in python and rust).Provide support on outages and monitor applications as we run and take care of them.
What you’ll bring5+ years of experience designing, implementing, and maintaining production-grade infrastructure.Background as a Software Engineer with strong CS fundamentals. Experience with Python and Rust preferred.Ability to troubleshoot applications and provide advice to developers.Strong experience with CI/CD Pipelines.Knowledge of data-oriented applications and tools.Experience with Docker, Kubernetes, AWS or other cloud providers.Knowledge of infrastructure-as-code tools like Terraform, Pulumi, and Cloudformation and their trade-offs.
Preferred Experience and SkillsPreferred experience with SOC2, CCPA, GDPR, and/or PCI-compliant systems.A collaborative attitude, clear communication, exceptional time management, and organization skills, all of which enhance teamwork and project success.ContainersInfrastructure as code (Pulumi, Terraform, Ansible, Salt, Puppet)Hashicorp StackCloud native applicationsCloud providersProvisioning ToolsPythonRustInfrastructure EngineerSRESoftware DevelopmentDistributed Systems
Annual Salary The expected salary range for this position is $175K - $200K.
Our cultureRemote-first company: We appreciate our awesome team and value open communication! We kindly ask all staff to be available through phone, email, or our designated messaging platform during the agreed-upon work schedule. This might mean aligning your working hours with your supervisor, regardless of your location or time zone. High Context Start-up: We operate as a high-context startup, where our foundation rests on the profound significance of shared understanding and direct communication. In our dynamic environment, we prioritize ownership, encouraging each team member to take responsibility and contribute to our shared success. Effective collaboration hinges on a deep sense of trust within our team.
Perks/benefitsFully funded medical coverageFlexible PTO policyHybrid work environmentHum offers a flexible work policy that allows for remote or in-person environmentsLaptopPaid parental leave
How we are differentAt Hum, we are a team of passionate people that hire under equal opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, disability, gender identity, or any other status protected under federal, state, or local law. We love to boost a transparent and trustful culture of belonging and inclusiveness. All people have the opportunity to speak up and participate, grow, and share ideas. If you believe you would add value to our team but you don’t meet all the criteria in this job description, we strongly encourage you to still apply and tell us what value that would be.",Software Development / Engineering,"['CI/CD Pipelines', 'Docker', 'Kubernetes', 'AWS', 'Terraform', 'Pulumi', 'Cloudformation', 'Python', 'Rust', 'Infrastructure as Code', 'Hashicorp Stack', 'Cloud native applications', 'Provisioning Tools', 'Containers', 'SRE', 'Software Development', 'Distributed Systems']","['Background as a Software Engineer with strong CS fundamentals', '5+ years of experience designing, implementing, and maintaining production-grade infrastructure', 'Experience with Python and Rust preferred', 'Ability to troubleshoot applications and provide advice to developers', 'Strong experience with CI/CD Pipelines', 'Knowledge of data-oriented applications and tools', 'Experience with Docker, Kubernetes, AWS or other cloud providers', 'Knowledge of infrastructure-as-code tools like Terraform, Pulumi, and Cloudformation and their trade-offs']"
DevOps Engineer,"Job DescriptionCI/CD - Can be any tool like Jenkins, GitLab, etc.AWS - A high level of AWS proficiency including how networking and application deployments are done via various methods.Kubernetes - Needs to have a strong knowledge of Kubernetes, including cluster administration and tooling for deploying and managing k8s cluster (EKS is a big plus).
GitOps:Will need to have a good understanding of GitOps theory.
Looking for: AWS (EC2/EKS), Jenkins, Terraform, Harness, SALT (huge bonus to have SALT exp), Github/Gitlab
Experience prior to Dev/Ops, backend developers, specifically event driven technologies, stuff like kafka, experience developing/deploying event based technology
Fairly standard devops roleA lot of the work is proprietaryCandidates need to be adaptableSkills with CI/CD and can be adaptableDo not expect them to know SALT, but the client will be using SALTNeed candidates who are able to pick things up quickly and run with it
CI/CD toolsPreference is for GitLabWithin AWSExperience deploying workloads with AWS (either with Kubernetes or regular EC2), using AWS services in general to deploy workloads",Software Development / Engineering,"['CI/CD', 'AWS', 'Kubernetes', 'GitOps', 'Jenkins', 'Terraform', 'Harness', 'SALT', 'Github/Gitlab', 'Event driven technologies', 'Kafka']","['High level AWS proficiency', 'Cluster administration and tooling for Kubernetes', 'GitOps theory', 'Adaptability', 'Ability to pick things up quickly', 'Experience with CI/CD tools (preference: GitLab)', 'Experience deploying workloads with AWS']"
Senior Software Engineer,"Description

Position at Tokio Marine HCC

Senior Software Engineer – .NET 

Location: Houston, TX or Hartford, CT (Onsite) 

Position Type: Full-time 

Tokio Marine HCC, a global power in the specialty insurance industry, is seeking a Full-Stack Senior Software Engineer with a passion to learn, grow, build, and make an impact in our Corporate IT group.

Design, develop, and maintain high-quality software solutions that leverage the .NET Core and AWS services. You are a crucial piece in driving technical decisions, architecting scalable solutions, and mentoring junior team members. You should have a deep understanding of software architecture and a proven track record of delivering successful projects.

What We Offer

 Competitive salary and employee benefit package  Strong learning culture  Growth perspectives  6% 401K match  20 days of PTO and 2 Floating Days  Paid parental leave  An opportunity to love what you do \ 

Key Responsibilities

 Collaborate with cross-functional product team, to gather and refine software requirements using Agile methodologies.  Design and architect robust, scalable, and secure software systems using the .NET stack and AWS services.  Develop well-structured, efficient, and maintainable code following industry best practices and coding standards.  Create and maintain RESTful APIs, web applications, and backend services using technologies such as .NET Core, C#, and Entity Framework.  Optimize application performance, troubleshoot issues, and ensure the reliability and availability of systems running on AWS.  Lead code reviews, provide constructive feedback, and mentor junior engineers to promote knowledge sharing and skill development.  Stay up to date with emerging technologies, tools, and best practices related to .NET and AWS.  Participate in the full software development lifecycle, from design and development to testing, deployment, and maintenance.  Contribute to technical documentation, including architecture diagrams, API documentation, and coding guidelines. 

Qualifications

 5 plus years of hands-on experience developing applications using the .NET Framework/Core.  Strong understanding of software and cloud design patterns, system design, and architectural principles.  Exemplary proficiency in ASP.NET, Entity Framework, RESTful APIs, and other relevant technologies.  Familiarity with DevOps practices, CI/CD pipelines, and infrastructure as code (IaC).  Excellent problem-solving skills and the ability to work effectively in a collaborative team environment. 

Preferred Qualifications

 Experience with front-end technologies (Angular, React, Vue, etc.).  AWS certification (e.g., AWS Certified Developer).  Familiarity with microservices architecture and containerization.  Knowledge of other programming languages (Python, Typescript, etc.).  Previous experience in mentoring and guiding junior engineers.  Active involvement in tech communities, open-source projects, or technical forums. 

About TMHCC

Tokio Marine HCC is the solution to a world that is changing at a pace not seen before. This is not traditional insurance – this is deeply technical and analytical business expertise that makes our clients businesses triumph over their competition. We provide support during unpredicted events, which means our clients’ businesses progress at their desired pace. Our entire company structure has been designed to empower our teams and individuals to guide our clients’ critical decisions without bureaucracy and delay. TMHCC’s parent company – Japan-based Tokio Marine Group – underpins and champions our growth innovation and steadfast commitment to our customers, while our flat and decentralized structure means every voice speaking on behalf of the customer is heard. And those voices are the best and brightest talent in the industry, working with the most innovative tools for collaboration, technology, and data. Our clients’ success is the priority of every employee at TMHCC.

Part of our evolution involves growing our team, and bringing in a range of views, perspectives and backgrounds that will allow us to deliver this forward-looking culture, that relies upon open and trusting relationships, and a shared vision for that continual improvement. We aspire to build an environment where new perspectives are encouraged, where resilience, fresh ideas and different opinions are valued.

",Software Development / Engineering,"['.NET', 'AWS', 'ASP.NET', 'Entity Framework', 'RESTful APIs', 'C#', 'DevOps', 'CI/CD pipelines', 'Infrastructure as Code (IaC)', 'Microservices architecture', 'Containerization']","['5+ years of experience developing applications using .NET Framework/Core', 'Strong understanding of software and cloud design patterns, system design, and architectural principles', 'Exemplary proficiency in ASP.NET, Entity Framework, RESTful APIs, and other relevant technologies', 'Familiarity with DevOps practices, CI/CD pipelines, and infrastructure as code (IaC)', 'Excellent problem-solving skills and the ability to work effectively in a collaborative team environment']"
